uri,author,replying_to,text,created_at,depth,likes,reposts
at://did:plc:6n2gcdhj6x2zou2xfeylry4j/app.bsky.feed.post/3mlqcozmoqk2x,southsider1.bsky.social,thev.bsky.social,Sounds like something Trump & RFK would spout,2026-05-13T12:31:50.499Z,1,0,0
at://did:plc:5xb5ooieyxutw4mp7ka2dgz5/app.bsky.feed.post/3mlolb3ygwk2g,jasonvoorhees1004.bsky.social,thev.bsky.social,"""Because I'm white so that makes me right.""

Fixed for dog whistle translation.",2026-05-12T19:59:47.419Z,1,0,0
at://did:plc:u6tajbuklu4kf4baf6la3ntk/app.bsky.feed.post/3mlp6v523s22l,9262.bsky.social,jasonvoorhees1004.bsky.social,"it's satire, it's making fun of people who are treating covid like a cold when they're the same level of biohazard",2026-05-13T01:51:00.705Z,2,1,0
at://did:plc:5vehtyq4w5tmg2mogdkwmtw4/app.bsky.feed.post/3mlp63jsfh22x,johnhelmbold.bsky.social,thev.bsky.social,and he knows this because?  I know a lady who was infectd several years ago as she cleaned out her father's shed.  I don't know if this proves anything.,2026-05-13T01:36:41.669Z,1,0,0
at://did:plc:5fil3qamehqsubz7bhos334r/app.bsky.feed.post/3mlomvcduak2p,captainfrogbert.bsky.social,thev.bsky.social,"Yeah, 35 kids in a 20 by 20 room for seven hours a day is plenty of room.",2026-05-12T20:28:58.915Z,1,0,0
at://did:plc:5dacwtjwtcxdbwrpsjanwnsw/app.bsky.feed.post/3mlonnjnzzk24,carolrd.bsky.social,thev.bsky.social,"Like a classroom, maybe?",2026-05-12T20:42:31.894Z,1,0,0
at://did:plc:56w77egfka5uocjoou4zkhfv/app.bsky.feed.post/3mlom3kgazk2h,kaitojapandesign.com,thev.bsky.social,The kids are in a free range school... 🙄,2026-05-12T20:14:34.966Z,1,0,0
at://did:plc:54a3i7pg35lvehka4hswggyd/app.bsky.feed.post/3mlolt3v7n22o,blue-dot-ca.bsky.social,thev.bsky.social,"They said this about Covid, too, and when students wore masks on their own they were ridiculed. Another eugenics experiment.",2026-05-12T20:09:51.292Z,1,0,0
at://did:plc:4ryg4poj3f7hyx2oikfd2kl6/app.bsky.feed.post/3mlotsssuzc2y,bbeshoar.bsky.social,thev.bsky.social,"""Prolonged exposure"" = 5 minutes in an aircraft cabin.",2026-05-12T22:32:51.712Z,1,1,0
at://did:plc:4p5lfrjzokblvztnqdziwj2q/app.bsky.feed.post/3mloll4vefk2r,suemm33.bsky.social,thev.bsky.social,Wut the wut??!??,2026-05-12T20:05:23.910Z,1,0,0
at://did:plc:4atuqx43wsygpfow3tbdiox5/app.bsky.feed.post/3mlonj3dqps2j,ln-em.bsky.social,thev.bsky.social,"uhoh
we're fucked, no?",2026-05-12T20:40:02.659Z,1,0,0
at://did:plc:3zyvulo62dcyoqutfoh4cc7y/app.bsky.feed.post/3mloqcz32o22j,trumpisasociopath.bsky.social,thev.bsky.social,Had to check if this was posted by The Onion.,2026-05-12T21:30:20.177Z,1,1,0
at://did:plc:u6tajbuklu4kf4baf6la3ntk/app.bsky.feed.post/3mlp6mmif2s2l,9262.bsky.social,trumpisasociopath.bsky.social,Do you think the Vertlartnic is a real news source?,2026-05-13T01:46:14.911Z,2,0,0
at://did:plc:3yfyu6vh7gizafjgrrgo277v/app.bsky.feed.post/3mlomaf66ws2i,emilyrose.bsky.social,thev.bsky.social,"Omg, people, this is satire. No one has actually said this (yet). That’s why they refer to “TV Doctor,” not an actual name. Just enjoy the humor.",2026-05-12T20:17:17.231Z,1,6,0
at://did:plc:7tho7gasntsmgho7edpyxhdj/app.bsky.feed.post/3mlqeftszl22o,tuffrings.bsky.social,emilyrose.bsky.social,I guess people hold TV doctors in such esteem that it seems entirely believable.,2026-05-13T13:02:29.909Z,2,1,0
at://did:plc:3lra425us6l6ddlzefhldokt/app.bsky.feed.post/3mlorjrij3s2k,ftdiego619.bsky.social,thev.bsky.social,Exactly what was said about COVID😞😡😷,2026-05-12T21:52:00.852Z,1,1,0
at://did:plc:3czh2ghk36pxvgh5y6ozinqj/app.bsky.feed.post/3mlooqldvk225,mcgheerl.bsky.social,thev.bsky.social,"What the Hell kind of Trumpian, ignorant Doctor is this guy?",2026-05-12T21:02:08.065Z,1,0,0
at://did:plc:u6tajbuklu4kf4baf6la3ntk/app.bsky.feed.post/3mlpy4hndms2n,9262.bsky.social,mcgheerl.bsky.social,"fictional, because this is satire",2026-05-13T09:22:30.248Z,2,0,0
at://did:plc:2vvskhj4lq27qhedof34wcua/app.bsky.feed.post/3mloipaw4bc2v,sansnom.bsky.social,thev.bsky.social,And school buses are moving so they are never in the same place very long.,2026-05-12T19:14:01.122Z,1,73,0
at://did:plc:ckdubhpcgat3gkw6xo7jpioj/app.bsky.feed.post/3mlojjelgwc2q,calamity1849.bsky.social,sansnom.bsky.social,Just roll the windows down 😆.,2026-05-12T19:28:37.381Z,2,20,0
at://did:plc:26sg4xmbjevkaznljaoggske/app.bsky.feed.post/3mlolh274ek2l,sebnembw.bsky.social,thev.bsky.social,"Is he a real doctor? I mean have a phd in social science, does not qualify as a medical professional.  Just saying what are the qualifications?",2026-05-12T20:03:06.867Z,1,2,0
at://did:plc:24qtvdxhxh6be63s2ud7mncm/app.bsky.feed.post/3mlon2dasts2b,eeyorecostanza.bsky.social,thev.bsky.social,"Don't panic. Leave some turlet paper for the rest of us.
www.columbiadoctors.org/news/what-ha...",2026-05-12T20:31:47.635Z,1,0,0
at://did:plc:227uczwheoiprueoguoupb2s/app.bsky.feed.post/3mlolytk55s2w,lilmermaid17.bsky.social,thev.bsky.social,He can't be a real doctor and say that!,2026-05-12T20:13:03.867Z,1,0,0
at://did:plc:2ucib6krqt5gneltbwa3d6t7/app.bsky.feed.post/3mlocqgenq22c,patrickwbb.bsky.social,,"BREAKING: Health experts fear hantavirus may be more contagious than previously believed, per NBC News.",2026-05-12T17:27:17.945Z,0,157,57
at://did:plc:vjj6p6rlzmjmegz34olmcyuw/app.bsky.feed.post/3mlofqqzv6s2g,mxtdoliver.bsky.social,patrickwbb.bsky.social,"I've already lived through one pandemic with trump, I suppose I can survive another. I already have my masks and hand sanitizer ready. I'm also stocking up on toilet paper and dry beans.",2026-05-12T18:21:10.351Z,1,14,1
at://did:plc:v4dgek2yrq4x6b5va3t5khq4/app.bsky.feed.post/3mlov2goiz22a,cvnt.bsky.social,patrickwbb.bsky.social,I still have my PPE from the panini,2026-05-12T22:55:01.165Z,1,1,0
at://did:plc:tzu4x4nvs7xfan3hnmytnhw6/app.bsky.feed.post/3mlovx3tnuc2j,auntiecrabby.bsky.social,patrickwbb.bsky.social,Here we go again.,2026-05-12T23:11:02.878Z,1,0,0
at://did:plc:szgcytjtk2iymu5nuhsnygws/app.bsky.feed.post/3mlof4niltk2h,nodirectionfromme.bsky.social,patrickwbb.bsky.social,Cue up Don't Fear the Reaper and I'll see you all in Hemmingford Home,2026-05-12T18:09:55.550Z,1,5,0
at://did:plc:sddcuhaginhthuzpabffxiln/app.bsky.feed.post/3mlodq7fkas26,countryfan93.bsky.social,patrickwbb.bsky.social,Because you have a HEROIN USER AS HEAD OF U.S. HEALTH DEPT .,2026-05-12T17:45:04.376Z,1,18,4
at://did:plc:qbbbdbzw4kvemtowy2k7mjss/app.bsky.feed.post/3mloih77qi227,braindeadsociety.bsky.social,patrickwbb.bsky.social,Another contagious outbreak under the leadership of Donald Judas Trump!,2026-05-12T19:09:30.898Z,1,0,0
at://did:plc:q6gkzzvuesufenftz6ch2574/app.bsky.feed.post/3mloneau7ec2m,bostscott71.bsky.social,patrickwbb.bsky.social,"Well, the WH has a good chance of fucking this up again. I fear this may be worse because MAGA will not go back to pandemic precautions at all now.",2026-05-12T20:37:20.667Z,1,5,0
at://did:plc:nwjbfwljxghjwgwkegagcfsc/app.bsky.feed.post/3mlor2umuis2m,shanelewin.bsky.social,patrickwbb.bsky.social,"Per NBC news, which loves a good scare story, but not actually per the virologists and epidemiologist studying it, who are almost universally stating that the likelihood of mass spreading is close to zero (R0 is much less than 1). 

[Please quote the experts, not the ones profiting from fear]",2026-05-12T21:43:40.822Z,1,7,0
at://did:plc:i752uip3muchnwvvffhezvik/app.bsky.feed.post/3mlqjtqfof225,nancybern18.bsky.social,shanelewin.bsky.social,I agree!  But what scares me is if we did have a pandemic 😷 we have an idiots in charge.,2026-05-13T14:39:44.796Z,2,1,0
at://did:plc:k2cxxc6qor5w4rnqcioa26qv/app.bsky.feed.post/3mloha32jn22h,123456-20.bsky.social,patrickwbb.bsky.social,"Well, duh. I could have told everyone that (and I did). They weren't testing for a reason. The flight attendant got it...because she was kissing the patient? Not. Yet it ONLY spreads by close contact. 

""No evidence"" just means lack of studies.

""Doesn't spread"" refers to old virus, not this one.",2026-05-12T18:47:37.916Z,1,3,0
at://did:plc:dydeatv5qzzeswqwlevgdksi/app.bsky.feed.post/3mlp6laqswk27,markle2k.bsky.social,123456-20.bsky.social,"This is a different strain from what people in the Northern Hemisphere are used to. Where it resides, the population density is much lower than in Asia and North America. Those two have never shown person-to-person transmission
Hantavirus has been known for quite a few decades. And studied",2026-05-13T01:45:29.050Z,2,0,0
at://did:plc:k2cxxc6qor5w4rnqcioa26qv/app.bsky.feed.post/3mlpfuuxfp22r,123456-20.bsky.social,markle2k.bsky.social,"Yes, the key is the ones *previously* studied strains don't show person-to-person transmission. This one *does* transmit person to person.",2026-05-13T03:56:08.421Z,3,1,0
at://did:plc:jrumumtlucrmf4nffjqhjo67/app.bsky.feed.post/3mlq2tryipk2b,lemizem.bsky.social,patrickwbb.bsky.social,"Stop spreading the narrative they want 

concentrate on the Disney cruise full of pedophiles",2026-05-13T10:11:20.335Z,1,0,0
at://did:plc:ixowxhtrwe4zq7o77hj2gg35/app.bsky.feed.post/3mlpgdvfke22g,1bobbymac.bsky.social,patrickwbb.bsky.social,Our illustrious gang of morons in the Whitehouse is going to FK this UP !!!  JUST like they did Covid.,2026-05-13T04:04:32.201Z,1,0,0
at://did:plc:irlzywxdt7osghovspmtag3w/app.bsky.feed.post/3mlpivc7fls26,edsv.bsky.social,patrickwbb.bsky.social,trump will take care of it. Just like last time. Pass the bleach.,2026-05-13T04:50:03.540Z,1,0,0
at://did:plc:hp5ub6g5hmxj5mqfzsgkl3hl/app.bsky.feed.post/3mloo6awwzk2w,reneea.bsky.social,patrickwbb.bsky.social,"You know, back when the news was actually a reliable, ethical resource, an event like this would have been quarantined, managed, but kept quiet until they had all the information. 

Now it's always about keeping people in a constant state of fear.",2026-05-12T20:51:53.174Z,1,3,0
at://did:plc:fpq35zks3727oynulxdpeenj/app.bsky.feed.post/3mlolwej2ik2q,irish711.bsky.social,patrickwbb.bsky.social,Can we get a source to said experts?,2026-05-12T20:11:40.994Z,1,2,0
at://did:plc:e3j4yrrzpaay2vbrayavk6vg/app.bsky.feed.post/3mlozzzxlfs2b,tj505-2.bsky.social,patrickwbb.bsky.social,RFK Jr. said he's not worried. Translation: We're fucked. Better worry.,2026-05-13T00:24:16.540Z,1,1,0
at://did:plc:dydeatv5qzzeswqwlevgdksi/app.bsky.feed.post/3mlp6apbrls27,markle2k.bsky.social,patrickwbb.bsky.social,"The Andes strain is definitely more contagious than the other strains in other areas of the globe with higher population density. Person to person transmission with the Sin Nombre strain in the desert Southwest US is unheard of. Same with the Asian Hantaan

""More contagious"" is a relative term",2026-05-13T01:39:35.188Z,1,0,0
at://did:plc:cazguiqv7wefsrvslqci66ke/app.bsky.feed.post/3mlogxak6mk2b,shadwell-ntt.bsky.social,patrickwbb.bsky.social,Are these experts American or real?,2026-05-12T18:42:41.682Z,1,0,0
at://did:plc:bsrhdpk5x3zilgklcbc7fvth/app.bsky.feed.post/3mlol6fhods2a,axiominautarky.bsky.social,patrickwbb.bsky.social,It'll be as contagious as it needs to be to alter the trajectory of the midterm elections.,2026-05-12T19:58:16.692Z,1,0,0
at://did:plc:ag53b7iasrelrlkrrapnutfz/app.bsky.feed.post/3mlog526gdk2a,mrg1956.bsky.social,patrickwbb.bsky.social,Didn’t trump and Elon fire the health experts?  Are the new experts from fox news?,2026-05-12T18:28:02.591Z,1,0,0
at://did:plc:afb2ml5cfrzdisyshhbw7wff/app.bsky.feed.post/3mlodybmais24,planetofdinosaurs.bsky.social,patrickwbb.bsky.social,"Well, here in America we will never be told the truth because we have no experts looking into it.

RFK Jr is probably licking the taint of a reindeer right now or doing something equally odd.",2026-05-12T17:49:35.127Z,1,33,3
at://did:plc:k2cxxc6qor5w4rnqcioa26qv/app.bsky.feed.post/3mlohbauhfs2h,123456-20.bsky.social,planetofdinosaurs.bsky.social,I hope RFK Jr visits the patients to show the world how not contagious it is.,2026-05-12T18:48:17.563Z,2,16,1
at://did:plc:2g2qfy6jqrtmgim37b5jt7xp/app.bsky.feed.post/3mlqtv57uok26,kathleen36.bsky.social,123456-20.bsky.social,He’s probably going to bite a rat,2026-05-13T17:39:29.211Z,3,1,0
at://did:plc:dydeatv5qzzeswqwlevgdksi/app.bsky.feed.post/3mlp6cwvaqk27,markle2k.bsky.social,planetofdinosaurs.bsky.social,There are still academics involved. Don't totally despair,2026-05-13T01:40:50.275Z,2,1,0
at://did:plc:5f53ifp2niiajkz44cbtuv3j/app.bsky.feed.post/3mlqibgv2wc2l,a2t8.bsky.social,patrickwbb.bsky.social,"That was known since 2018. It’s perceived political pressure that makes some health organizations look like fools, incl. the WHO",2026-05-13T14:11:37.094Z,1,0,0
at://did:plc:vfaoru6wsp52jrcful6unhra/app.bsky.feed.post/3mlocenqlpk2m,nfredp.bsky.social,cubidou.bsky.social,Hum ... Pas facile 🤔,2026-05-12T17:20:43.023Z,1,0,0
at://did:plc:2us53jtpkkdo4g3hxgijmzg7/app.bsky.feed.post/3mlo6f2fkyc2s,vilainpabo.eurosky.social,cubidou.bsky.social,Why not both?,2026-05-12T16:09:21.326Z,1,0,0
at://did:plc:jgx3xtct6xagrkxo3rh7bgx6/app.bsky.feed.post/3mlpw4yzzqc2w,thev.bsky.social,,Hantavirus Cruise Passengers Sent Home To Self-Circulate For 45 Days,2026-05-13T08:47:01.003Z,0,146,34
at://did:plc:marnx3vlkjkwvvl2yfiuvwyc/app.bsky.feed.post/3mlposxz7zc2l,lucyarnold.bsky.social,,Nice to know that the Hantavirus outbreak is happening just before the World Cup and that RFK is in charge in America and America has left the WTO.  What could possibly go wrong? 🤦‍♀️,2026-05-13T06:36:08.194Z,0,1238,274
at://did:plc:zmakqy6477y2z3g2tiuqcztd/app.bsky.feed.post/3mlpumd4vwk2y,ruddrudd.bsky.social,lucyarnold.bsky.social,"Exactly this.

The Hantavirus is far less contagious than COVID. But last time around there were grown-ups in the room.",2026-05-13T08:19:47.418Z,1,5,0
at://did:plc:7wxhiv6t4z3jysovgs34y2af/app.bsky.feed.post/3mlqotbz4xk2t,doa70.bsky.social,ruddrudd.bsky.social,"The Andes strain is just as contagious as covid was when it first spread across the globe. R0 of 2.1 vs 1-3 for Covid. 

www.nejm.org/doi/full/10....",2026-05-13T16:08:58.415Z,2,0,0
at://did:plc:zjvsylhxwpp7dy5kfmkv5mlu/app.bsky.feed.post/3mlqfdkqgrs23,yukonjack.bsky.social,lucyarnold.bsky.social,"American Exceptionalism 101

The USA is historically a backwater of glorified indoctrinated ignorance, faith-based claims, and primitive minded conspiracy theories.",2026-05-13T13:19:07.020Z,1,2,0
at://did:plc:z6mchttqhgz7rmbo65xqb2jn/app.bsky.feed.post/3mlqnerqok22w,grammymae.bsky.social,lucyarnold.bsky.social,"Can we find some HUGE distraction that is pleasant rather than this grim life powered by a President who doesn't care to ""think"" about Americans problems with gas and food and utilities and life??? Please, oh pretty please world.",2026-05-13T15:42:57.857Z,1,0,0
at://did:plc:marnx3vlkjkwvvl2yfiuvwyc/app.bsky.feed.post/3mlqnzuccrk2b,lucyarnold.bsky.social,grammymae.bsky.social,"1/2 Thats what cat memes are for. Tbf though, voter apathy probably got America into this mess. MAGA will always be racist dumbasses, sure, but a certain section  of society hasn't bothered the think things through beyond the price of eggs. America needs more reality, not less!",2026-05-13T15:54:45.175Z,2,4,0
at://did:plc:z6mchttqhgz7rmbo65xqb2jn/app.bsky.feed.post/3mlqrlaxmok2i,grammymae.bsky.social,lucyarnold.bsky.social,"Yes...I agree.  It seems the misery the poorer states must be going through with less affordable food, gas and healthcare,
is being suppressed by the media because they should be HOWLING about this depravity.",2026-05-13T16:58:10.106Z,3,0,0
at://did:plc:uxqfto5q57brpsn7hirvlgi7/app.bsky.feed.post/3mlr73dp4u22w,peyre.bsky.social,lucyarnold.bsky.social,On that note:,2026-05-13T20:59:48.297Z,3,0,0
at://did:plc:marnx3vlkjkwvvl2yfiuvwyc/app.bsky.feed.post/3mlqnzv3zzc2b,lucyarnold.bsky.social,lucyarnold.bsky.social,"2/2 Few in America seem to comprehend that it will take decades to undo the damage to the country's reputation and the very real consequences of that, including financial consequences.",2026-05-13T15:54:45.176Z,3,2,0
at://did:plc:z4sumtrknig3xf5x2k5yowyk/app.bsky.feed.post/3mlr6vvmqvk2w,orangedeflector.bsky.social,lucyarnold.bsky.social,Will use Ivermectin,2026-05-13T20:56:45.958Z,1,0,0
at://did:plc:yyfxoc2etdcnwc2skpvlhq4f/app.bsky.feed.post/3mlpxswef6k2g,luwop.bsky.social,lucyarnold.bsky.social,Boycott,2026-05-13T09:17:10.139Z,1,2,0
at://did:plc:ygqsgbud4dy6ianxvyxbnxrj/app.bsky.feed.post/3mlqtzrhcps2q,myaidog.bsky.social,lucyarnold.bsky.social,"No one wants to travel to here and be harassed by ICE, followed by the FBI, grifted by the Trump family and pay triple price for food & lodging. But hey, it’s for the guy who has the FIFA World Peace Prize 🤡.",2026-05-13T17:42:04.644Z,1,0,0
at://did:plc:xnyxj7zj5e4f5qx6gafs5yiu/app.bsky.feed.post/3mlqdcablzc2l,harlequin97.bsky.social,lucyarnold.bsky.social,"Hantavrus is a one-off. 
Not an actual outbreak.

Stupid tourists went to see infected birds at a dump.",2026-05-13T12:42:35.010Z,1,0,0
at://did:plc:7wxhiv6t4z3jysovgs34y2af/app.bsky.feed.post/3mlqp74zkdk2t,doa70.bsky.social,harlequin97.bsky.social,"Andes strain, the one the “stupid tourists” died from, is contagious. There are 11 confirmed cases as of this time, including one that was transmitted between the carrier and a man on her flight that she was only on for about 15 minutes before being removed because she was too sick.",2026-05-13T16:15:35.839Z,2,1,0
at://did:plc:wd7vicebaqdh3immo5ptnobx/app.bsky.feed.post/3mlqrbthles27,gskh1237.bsky.social,lucyarnold.bsky.social,"Stay home.
Go somewhere with Universal free Healthcare 
Take the kids/grandkids
Go somewhere nice.
Not here",2026-05-13T16:52:53.960Z,1,1,0
at://did:plc:uxqfto5q57brpsn7hirvlgi7/app.bsky.feed.post/3mlr6vvqous2w,peyre.bsky.social,lucyarnold.bsky.social,"Well, this is what Red America wants, and in-between America gave it to them.  Hopefully Red America will suffer from it disproportionately because of the rabit antivax sentiment there.",2026-05-13T20:56:46.086Z,1,0,0
at://did:plc:sxychy4sbnlftl3ertgn65sl/app.bsky.feed.post/3mlq3ght2h22y,realitycheck01.bsky.social,lucyarnold.bsky.social,"Absolutely Everything!
Hantavirus, if it reaches contagion level, might end up being as effective as the plague … with no available vaccine I’m sure RFK jr will come up with a novel antidote.",2026-05-13T10:21:47.205Z,1,2,1
at://did:plc:sat6umexl24bjdrghidilrzx/app.bsky.feed.post/3mlpvux75g22t,erickbt.bsky.social,lucyarnold.bsky.social,"RFK Jr in action

youtu.be/1U9tIrBvWa4?...",2026-05-13T08:42:30.641Z,1,6,1
at://did:plc:dk5sa2r6zg4vdohv7llpo42a/app.bsky.feed.post/3mlpydj7abs2e,skytheriver.bsky.social,erickbt.bsky.social,"“is there a doctor in the house?”
“oh god not me bail bail bail”",2026-05-13T09:26:26.764Z,2,4,0
at://did:plc:rkmeetdl7iocac4mpnote7vr/app.bsky.feed.post/3mlpw2pmbe22f,opaleidolon.bsky.social,lucyarnold.bsky.social,"It’s not an outbreak. It’s not a pandemic. Your risk is incredibly low. Listen to the experts, not the media and their ‘experts.’",2026-05-13T08:45:44.008Z,1,4,0
at://did:plc:marnx3vlkjkwvvl2yfiuvwyc/app.bsky.feed.post/3mlq3j2dmik2u,lucyarnold.bsky.social,opaleidolon.bsky.social,"BTW, WHO are calling it an outbreak.",2026-05-13T10:23:13.730Z,2,5,0
at://did:plc:rkmeetdl7iocac4mpnote7vr/app.bsky.feed.post/3mlqwydtnbk2f,opaleidolon.bsky.social,lucyarnold.bsky.social,"Look up the difference between ‘outbreak’ ‘epidemic,’ and ‘pandemic.’ 

Merriam Webster: a sudden rise in the incidence of a disease.

If there’s an outbreak of flu in a city, then more people than usual have it.

0 people had hantavirus, now some do. Not saying it can’t get worse, only be calm.",2026-05-13T18:34:58.038Z,3,1,0
at://did:plc:marnx3vlkjkwvvl2yfiuvwyc/app.bsky.feed.post/3mlpxhsiyp22u,lucyarnold.bsky.social,opaleidolon.bsky.social,"Not currently, no, but how well did Trump administration with Covid?",2026-05-13T09:10:56.997Z,2,2,0
at://did:plc:rkmeetdl7iocac4mpnote7vr/app.bsky.feed.post/3mlpxyubwms2f,opaleidolon.bsky.social,lucyarnold.bsky.social,"I get that, it was atrocious. But he can’t turn a non-epidemic into an epidemic. He can only terrify people and convince his stupid followers to once again enact national selection by convincing them to take horse pills and inject bleach.",2026-05-13T09:20:29.287Z,3,0,0
at://did:plc:marnx3vlkjkwvvl2yfiuvwyc/app.bsky.feed.post/3mlq37pu4zs2u,lucyarnold.bsky.social,opaleidolon.bsky.social,"Trump can fuck up anything in a major way, even if its un-fuckup-able. He has a track record of fucking things up to the detriment of everyone else.",2026-05-13T10:18:00.748Z,4,3,0
at://did:plc:rkmeetdl7iocac4mpnote7vr/app.bsky.feed.post/3mlqwzn2alk2f,opaleidolon.bsky.social,lucyarnold.bsky.social,That’s is 💯 true. That is the scary part.,2026-05-13T18:35:41.247Z,5,0,0
at://did:plc:7wxhiv6t4z3jysovgs34y2af/app.bsky.feed.post/3mlqopnubj22t,doa70.bsky.social,opaleidolon.bsky.social,"So the expert who actually published a study on the relevant strain says this virus is as contageous as covid was when it first came out, having an R0 of 2.1. The expert in charge of WHO, using overall hantavirus data, says the risk is very low. Who should I listen to?

www.nejm.org/doi/full/10....",2026-05-13T16:06:56.621Z,2,0,0
at://did:plc:rkmeetdl7iocac4mpnote7vr/app.bsky.feed.post/3mlqwjgog222f,opaleidolon.bsky.social,doa70.bsky.social,"Look for studies from credible sources. The maha people are always bringing up studies by ‘experts’ that we know are bogus. And it’s not you - it’s difficult to find the credible studies, thanks to our govt defunding science.

Studies from outside the US, from research hospitals & unis. Esp. Dutch.",2026-05-13T18:26:37.697Z,3,1,0
at://did:plc:7wxhiv6t4z3jysovgs34y2af/app.bsky.feed.post/3mlqwu6ares2t,doa70.bsky.social,opaleidolon.bsky.social,"Yeah, study I linked was peer-reviewed and published in The New England Journal of Medicine. It has been in existence for over 200 years. I honestly cant think of an outlet with a better reputation. 

www.nejm.org/about-nejm/a...",2026-05-13T18:32:37.959Z,4,0,0
at://did:plc:rb7guj2hfo74wsvhxcrnjxsj/app.bsky.feed.post/3mlqrlalg2k2h,warofthebees.bsky.social,lucyarnold.bsky.social,"Hopefully FIFA suspends the World Cup Rat Piss Huffing title this time around.  

It's the smart thing to do.",2026-05-13T16:58:09.707Z,1,0,0
at://did:plc:qinfhaxhsd3kwga35ldgc4zu/app.bsky.feed.post/3mlqkn7jd5c2u,penbird42.bsky.social,lucyarnold.bsky.social,"This is why one year during the final game of the World Cup wife sent me to the Mexican grocery store & they were all watching the game on their computers and I called Iris to ask what to get & at that moment somebody scored the winning goal of the World Cup and so I yelled into the phone ""GOOOOAL""",2026-05-13T14:53:59.504Z,1,0,1
at://did:plc:pomhtvqn7zayc5bxgowzmf6r/app.bsky.feed.post/3mlqqekjjls2u,calvinandhobbes69.bsky.social,lucyarnold.bsky.social,"If #Hantavirus is rampant in #November #Trump will stop the #midterms and be supported by #RFKJr, be warned #MAGA #corruption",2026-05-13T16:36:31.507Z,1,0,0
at://did:plc:pdgqzokqtahgtm5omtju6ki3/app.bsky.feed.post/3mlptjew63c25,kckirsch.bsky.social,lucyarnold.bsky.social,"RFK thought they said hunt-the-virus and is dry-barking to his aids to gather his most trusty  musket along with his meat smoker. He tries to hide his excitement, is this the one?
Can virus jerky solve his nations low sperm count?",2026-05-13T08:00:14.889Z,1,3,0
at://did:plc:oxpdbm5mhkuffceinveelnns/app.bsky.feed.post/3mlqxkxmsac2s,thejoekelly.bsky.social,lucyarnold.bsky.social,"Hantavirus probably won't result in an outbreak in North America. The only known human transmissible species (the Andes virus) has only seen a handful of outbreaks in South America in the past couple of decades.

The last World Cup was held in a theocratic shit hole, so we know it will be okay.",2026-05-13T18:45:22.764Z,1,1,0
at://did:plc:k6d4vsobjpqsd5zacwpakdwz/app.bsky.feed.post/3mlqlwip5rc2k,fubarspeaks.bsky.social,lucyarnold.bsky.social,But they did SUCH a good job with containment last time!,2026-05-13T15:17:04.866Z,1,1,0
at://did:plc:iv77vo62rn5s7ery4crfwrno/app.bsky.feed.post/3mlqaja7us223,bluesterb.bsky.social,lucyarnold.bsky.social,www.factcheck.org/2025/03/rfk-...,2026-05-13T11:52:48.607Z,1,4,2
at://did:plc:h44awrp2gvfxke3f6cxp6hqc/app.bsky.feed.post/3mlqwy3lqws22,lynnunderwood.bsky.social,lucyarnold.bsky.social,Plague shall follow worshipping the golden calf,2026-05-13T18:34:49.391Z,1,0,0
at://did:plc:gdenazrunk7nndzvy37i757g/app.bsky.feed.post/3mlqdq7dzok2u,collburns.bsky.social,lucyarnold.bsky.social,"Well since no one is going, it might be ok",2026-05-13T12:50:23.802Z,1,2,0
at://did:plc:g2el6yl5yy3htw3tmzqlpul5/app.bsky.feed.post/3mlr3ghy56c2z,rockmegarden.bsky.social,lucyarnold.bsky.social,In Trump's Dark Age 2.0 everything!,2026-05-13T19:54:27.110Z,1,1,0
at://did:plc:fpijehr7oy77hpn45b3no7tk/app.bsky.feed.post/3mlrgbpi2ys2x,suzannedspain.bsky.social,lucyarnold.bsky.social,"Oh, my Dear...everything!",2026-05-13T23:08:38.360Z,1,0,0
at://did:plc:euu5bl3hwxnbru75muqmhdwb/app.bsky.feed.post/3mlqt57rlcc25,scrappydoob.bsky.social,lucyarnold.bsky.social,Don’t worry every maga moron is a epidemiologist and a doctor!,2026-05-13T17:26:06.582Z,1,1,0
at://did:plc:dwvj42vnvqkswr7qzere5htx/app.bsky.feed.post/3mlqp2sxyz224,jcbeaches.bsky.social,lucyarnold.bsky.social,Yep. I just posted yesterday that I read Argentina is having an outbreak and how many thousands will come to the US from there for WC games.,2026-05-13T16:13:11.085Z,1,0,0
at://did:plc:cp5zkiflq2eypjjqiwvthwgt/app.bsky.feed.post/3mlqc2w6kxc2v,msmercy.bsky.social,lucyarnold.bsky.social,"God, I wish the US would leave the World Trade Organization. I think youean the WHO, World Health Organization.
WTO is tha Capitalist bully that steals the global South's lunch.",2026-05-13T12:20:35.801Z,1,9,0
at://did:plc:c4aenkjg2wddy2vg2gmu5myd/app.bsky.feed.post/3mlrmjwqxqc2t,atiraslight.bsky.social,lucyarnold.bsky.social,I wouldn't worry about hantavirus as much as measles.,2026-05-14T01:00:36.877Z,1,0,0
at://did:plc:bg5vfdflrks7uou3ccbp5cm2/app.bsky.feed.post/3mlrqjmnops2l,wampwamp.bsky.social,lucyarnold.bsky.social,I'll bet masks are for sale and the stock is dwindling.,2026-05-14T02:12:01.252Z,1,0,0
